helper_Id,dept_Id,FName,LName,Gender,contact_No
-0.8097338537551881,-1.4479698672373282,72,42,1,59
-0.42868262845862903,-0.321495721261501,155,8,1,409
-0.4061659651456505,0.12909393712882988,148,54,1,653
0.6174761900828333,1.0302732539094916,105,43,0,1404
-1.0245081807405214,-0.6594379650542491,161,14,1,1587
1.0643453542942527,0.35438876632399535,2,49,0,271
-0.5291415878549945,1.1429206685070743,35,37,1,1605
1.279119681279586,-1.4479698672373282,11,41,0,1545
-0.7820210373699839,1.4808629122998225,37,5,0,757
-0.10998524002877956,0.12909393712882988,109,37,1,762
0.6746338738773172,-0.8847327942494146,11,22,0,468
1.0522209971257257,-0.09620089206633556,11,2,0,1692
1.627261937118715,1.1429206685070743,11,53,1,1759
0.8339825680922419,-1.5606172818349109,151,2,0,1856
-1.4159517121815322,-0.20884830666391827,92,17,0,187
1.6289939881427902,0.6923310101167435,58,43,0,1775
0.27799418936408066,0.8049784247143262,151,41,0,1905
-1.4367363244704354,1.5935103268974053,33,3,1,575
-1.2254260995332527,0.8049784247143262,143,52,0,829
-0.7595043740570053,0.917625839311909,178,52,1,1239
0.7906812924903601,-0.321495721261501,22,41,1,1123
1.518142722601973,-1.2226750380421627,11,43,0,1937
1.1284312421850375,-0.20884830666391827,22,2,0,447
-0.26067367912332795,0.6923310101167435,47,6,1,246
-1.260067120014758,1.0302732539094916,58,13,1,550
0.9517620377293602,1.0302732539094916,105,2,1,460
0.05975576033059677,1.706157741494988,60,14,0,176
1.2877799363999622,0.12909393712882988,105,49,1,1726
-1.0885940686313065,0.24174135172641262,165,50,1,805
1.1596081606183923,0.8049784247143262,2,41,1,1620
-0.48237621020496235,-0.321495721261501,11,7,1,1435
-0.46159159791605914,1.5935103268974053,27,22,1,133
-0.3853813528567473,0.917625839311909,51,33,1,509
-0.8339825680922419,-0.4341431358590837,179,7,1,1056
-1.1526799565220913,-1.3353224526397456,85,54,0,997
-0.267601883219629,-0.9973802088469973,0,51,1,1380
0.4356108325549301,-1.2226750380421627,11,2,0,1695
0.09093267876395161,-0.09620089206633556,111,32,0,1451
1.5995491207335106,-1.11002762344458,58,2,0,1586
-1.705204233202102,1.3682154977022398,142,26,0,321
-0.5066249245420161,-1.3353224526397456,72,8,1,1134
-0.17233907689548925,-0.5467905504566665,187,35,1,691
1.6965439780817257,0.46703618092157806,13,43,0,1301
0.9915992112830914,1.706157741494988,105,22,0,1834
-0.16714292382326343,1.706157741494988,46,11,1,801
-0.9257812723682312,1.0302732539094916,81,36,0,204
1.6930798760335752,-0.20884830666391827,58,22,0,1249
-1.3865068447722526,1.4808629122998225,17,52,1,865
0.357668536471543,0.46703618092157806,22,41,0,1930
0.09612883183617742,-0.5467905504566665,193,22,0,1359
0.22776470966589785,-1.4479698672373282,151,53,0,1488
0.6573133636365645,-0.5467905504566665,13,22,0,1927
-0.002598076536112903,-1.4479698672373282,160,3,0,330
-0.4719839040605107,-0.9973802088469973,166,36,0,1462
1.3362773650740698,-1.5606172818349109,151,43,0,910
1.5753004063964569,1.3682154977022398,11,49,1,624
1.4228799162778332,0.46703618092157806,11,22,0,1966
-0.7491120679125537,-0.4341431358590837,182,45,1,918
-1.6567068045279945,1.4808629122998225,6,26,1,84
-1.2566030179666074,0.917625839311909,85,4,0,1225
0.16714292382326343,1.0302732539094916,79,36,0,366
-1.556247845131629,1.3682154977022398,55,9,1,49
0.4009698120734247,-1.5606172818349109,13,41,0,1482
1.2496748138703064,-0.6594379650542491,22,22,1,1409
1.4419324775426612,0.24174135172641262,2,22,1,1789
-1.5458555389871773,-1.11002762344458,56,29,1,58
1.0695415073664785,-0.9973802088469973,58,2,0,1639
-0.8703556395978226,0.5796835955191608,190,17,0,122
1.698276029105801,0.12909393712882988,11,22,1,719
-0.20524804635291935,-1.3353224526397456,195,23,1,294
-0.42175442436232796,0.12909393712882988,193,4,0,77
-0.6590454146606397,-0.321495721261501,20,40,1,577
0.1844634340640161,-0.321495721261501,13,22,0,1612
1.620333733022414,1.2555680831046572,105,41,0,1057
-0.32995572008633867,1.4808629122998225,68,3,1,365
0.06495191340282258,1.2555680831046572,189,11,1,310
-1.6064773248298116,-0.20884830666391827,181,56,0,152
0.4910364653253387,0.5796835955191608,2,43,1,1916
0.47025185303643546,-0.9973802088469973,151,49,0,1786
0.5793710675531774,-1.6732646964324938,11,41,1,1984
0.7941453945385107,1.5935103268974053,13,41,1,656
-0.8980684559830269,-0.8847327942494146,68,44,1,1146
0.11864549514915591,0.35438876632399535,143,52,0,641
-0.8547671803811451,-0.09620089206633556,171,45,0,40
0.4113621182178763,1.3682154977022398,13,53,0,1874
1.492161957240844,0.5796835955191608,2,49,1,598
1.7138644883224785,0.6923310101167435,22,41,0,1128
0.8253223129718655,-1.3353224526397456,2,2,1,571
1.5008222123612203,0.8049784247143262,105,2,1,1613
0.7889492414662849,1.4808629122998225,105,41,1,1679
-1.1925171300758226,-0.5467905504566665,65,55,1,95
-0.06495191340282258,-1.5606172818349109,67,31,0,500
-1.0297043338127472,-1.6732646964324938,156,6,0,90
0.5724428634568763,1.2555680831046572,151,41,1,1939
1.124967140136887,-1.2226750380421627,13,22,0,235
-1.1959812321239731,-1.2226750380421627,8,48,0,2
-1.3397414671222203,0.12909393712882988,35,51,1,693
1.485233753144543,-1.4479698672373282,105,2,1,1800
-0.5014287714697903,-1.11002762344458,49,36,1,438
1.634190141215016,-1.5606172818349109,2,2,0,1702
0.6642415677328656,-0.5467905504566665,13,2,1,1787
1.3605260794111236,1.706157741494988,22,41,1,1407
-1.4748414470000912,0.35438876632399535,42,21,0,1529
0.9604222928497365,1.706157741494988,58,22,0,1913
1.6567068045279945,0.917625839311909,13,41,0,477
-0.1290378012936075,-0.9973802088469973,82,50,1,1449
-0.09959293388432795,0.8049784247143262,71,24,1,487
-0.2831903424363064,1.706157741494988,190,44,0,740
-0.7352556597199515,0.24174135172641262,75,56,0,223
-0.7664325781533065,0.5796835955191608,50,28,1,1198
0.40789801616972576,-1.5606172818349109,2,49,0,1792
0.6244043941791344,-0.8847327942494146,58,2,0,842
0.6018877308661559,-1.6732646964324938,13,22,1,367
0.2797262403881559,1.3682154977022398,2,53,0,954
0.7664325781533065,-0.5467905504566665,105,53,0,1697
-1.2358184056777042,1.3682154977022398,17,47,1,56
1.0470248440535,-0.4341431358590837,13,41,0,1940
0.09959293388432795,1.3682154977022398,135,42,0,1293
-0.6954184861662204,-1.4479698672373282,16,8,1,1152
-0.11691344412508065,-1.2226750380421627,180,56,0,732
0.7993415476107365,1.706157741494988,151,2,0,711
1.1041825278479838,1.2555680831046572,151,43,0,709
1.0175799766442204,-1.6732646964324938,58,2,0,1928
0.07014806647504838,-1.2226750380421627,165,18,1,590
0.39923776104934944,0.12909393712882988,151,49,1,659
-0.3351518731585645,1.5935103268974053,101,55,1,1190
-0.16541087279918817,0.917625839311909,12,54,1,426
1.176928670859145,1.706157741494988,13,43,1,1743
0.35420443442339244,0.6923310101167435,105,22,0,1983
-0.4027018630975,0.12909393712882988,51,52,1,1274
-0.6763659249013925,-0.5467905504566665,155,23,1,111
1.7190606413947043,1.4808629122998225,151,2,1,1709
0.9777428030904892,1.5935103268974053,22,49,1,1016
0.731791557671801,1.4808629122998225,11,22,1,1244
0.018186535752790323,-1.6732646964324938,73,8,1,33
-0.8772838436941236,-1.6732646964324938,60,27,0,46
0.5551223532161236,-1.3353224526397456,105,41,0,232
-1.2514068648943817,-1.5606172818349109,167,14,0,335
1.466181191879715,-0.6594379650542491,105,2,1,738
-1.1111107319442848,-1.5606172818349109,19,5,0,1222
0.1913916381603172,-1.6732646964324938,151,43,1,1864
-1.3224209568814678,-1.2226750380421627,5,54,0,1302
-0.776824884297758,1.2555680831046572,16,47,1,371
1.5025542633852955,-0.5467905504566665,105,49,0,1636
1.4072914570611559,-0.7720853796518319,58,41,1,1715
-1.370918385555575,-1.5606172818349109,104,17,1,1467
0.6694377208050913,1.0302732539094916,58,49,0,1918
0.9708145989941881,0.917625839311909,105,2,1,1914
-1.6307260391668654,-1.3353224526397456,53,5,0,1598
-0.6382608023717365,-0.9973802088469973,90,37,0,593
1.665367059648371,1.4808629122998225,11,43,0,1766
1.4886978551926935,-1.11002762344458,2,43,1,705
1.414219661157457,-0.321495721261501,22,49,1,1653
-1.1024504768239085,1.3682154977022398,80,19,0,190
-0.8564992314052204,1.3682154977022398,84,27,1,1431
0.286654444484457,0.35438876632399535,151,49,1,1675
0.21044419942514514,0.46703618092157806,105,22,0,1832
1.0903261196553817,-1.5606172818349109,2,41,0,645
0.37498904671229566,1.5935103268974053,2,43,0,1922
0.2624057301474032,0.5796835955191608,11,49,0,328
0.21564035249737096,0.6923310101167435,13,53,0,713
1.0297043338127472,0.917625839311909,22,43,0,1909
-1.5268029777223493,-0.5467905504566665,92,33,0,126
0.43214673050677954,0.6923310101167435,11,53,1,1030
1.7207926924187795,0.917625839311909,13,22,1,1768
-0.8270543639959408,-0.4341431358590837,14,52,1,479
-0.8426428232126182,1.1429206685070743,141,0,1,1045
-1.5908888656131344,1.3682154977022398,128,15,0,344
-0.1463583115343602,-1.3353224526397456,169,3,1,650
0.03204294394539247,0.8049784247143262,32,9,1,1338
-1.073005609414629,-0.7720853796518319,99,9,0,75
0.05109550521022043,-0.09620089206633556,60,9,0,269
1.1925171300758226,-1.4479698672373282,151,53,1,1946
-1.5856927125409086,-0.8847327942494146,60,13,0,810
1.1734645688109946,1.1429206685070743,13,53,1,230
-1.1613402116424676,0.46703618092157806,52,22,1,672
-1.7207926924187795,-0.09620089206633556,19,8,0,669
-0.44080698562715587,-0.321495721261501,39,8,1,26
0.9586902418256612,1.0302732539094916,151,43,1,1137
-0.14809036255843547,1.706157741494988,118,8,0,1178
-0.2191044545455215,0.46703618092157806,96,47,1,628
-0.9500299867052849,-0.8847327942494146,176,35,1,758
-0.8824799967663495,0.016446522531247166,6,55,1,289
0.8322505170681667,0.24174135172641262,11,43,1,356
-1.234086354653629,1.1429206685070743,123,10,1,1553
-0.08920062773987635,1.2555680831046572,23,20,1,1236
1.7069362842261773,-0.5467905504566665,105,41,0,442
0.6382608023717365,0.6923310101167435,11,2,1,1757
0.2537454750270269,1.0302732539094916,151,53,1,1839
-0.5100890265901666,-0.6594379650542491,148,56,1,1289
1.2583350689906827,0.6923310101167435,13,49,0,358
1.215033793388801,1.4808629122998225,22,43,1,1763
1.0885940686313065,-1.6732646964324938,11,43,1,639
1.0383645889331237,0.8049784247143262,105,2,0,1543
0.9327094764645322,-0.5467905504566665,58,2,0,956
0.7023466902625215,0.35438876632399535,2,43,0,377
1.1266991911609623,-0.4341431358590837,105,53,1,1704
-1.1648043136906183,-1.4479698672373282,92,48,0,1251
-0.9656184459219623,0.016446522531247166,129,27,0,1206
-0.3905775059289731,-1.4479698672373282,11,16,1,1568
0.151554464606586,-1.11002762344458,16,24,1,1159
0.38191725080859673,1.5935103268974053,11,2,0,265
1.1007184257998333,-0.9973802088469973,151,41,0,852
-1.4246119673019084,1.0302732539094916,135,48,0,1470
0.5585864552642742,-0.321495721261501,22,43,0,1897
-0.5118210776142419,0.35438876632399535,133,52,1,1033
-1.582228610492758,-1.3353224526397456,23,43,1,743
1.5302670797705,-1.2226750380421627,105,22,1,697
1.6411183453113172,-1.5606172818349109,151,2,0,841
-0.9396376805608333,0.6923310101167435,166,52,0,180
1.4350042734463602,0.12909393712882988,11,53,1,1217
-1.6376542432631667,-0.6594379650542491,196,47,0,1376
0.8686235885737472,-0.9973802088469973,13,49,1,1990
-0.6174761900828333,-1.6732646964324938,172,19,1,1254
-0.5585864552642742,-0.8847327942494146,27,50,1,1076
-1.3484017222425968,-0.4341431358590837,7,56,0,21
-1.5354632328427258,1.0302732539094916,160,22,0,149
-0.030310892921317202,0.12909393712882988,197,22,1,441
0.39577365900119893,-0.20884830666391827,11,41,0,1138
-0.0008660255120376344,-1.3353224526397456,57,9,1,489
-1.4298081203741344,-1.6732646964324938,77,45,1,1002
-0.3784531487604462,-0.7720853796518319,121,42,1,1171
-0.7110069453828978,-1.2226750380421627,12,34,1,1564
0.9690825479701128,-0.6594379650542491,22,22,0,914
-1.7000080801298763,-0.9973802088469973,116,12,1,154
-0.9985274153793924,1.706157741494988,3,16,1,906
0.5949595267698549,1.3682154977022398,11,49,0,1660
-1.2375504567017794,-1.2226750380421627,9,37,0,1558
1.0106517725479194,-0.8847327942494146,22,22,0,1037
-0.9898671602590161,0.6923310101167435,121,31,1,1158
0.8824799967663495,0.12909393712882988,11,43,1,1968
0.5516582511679731,0.24174135172641262,2,41,1,445
-0.5724428634568763,0.24174135172641262,30,5,0,533
-1.6774914168168977,-0.8847327942494146,136,48,0,1182
-0.10305703593247849,-1.5606172818349109,18,38,0,1339
-0.4806441591808871,0.917625839311909,197,20,1,1200
-0.009526280632413979,-1.4479698672373282,93,8,1,822
-1.3605260794111236,1.706157741494988,117,44,0,83
-0.3230275159900376,-0.09620089206633556,113,43,1,1105
-1.1665363647146936,1.4808629122998225,20,36,1,395
-0.7612364250810806,0.8049784247143262,145,40,0,1445
0.19485574020846774,0.5796835955191608,151,43,1,1683
-0.518749281710543,0.016446522531247166,36,36,0,136
1.0019915174275429,1.1429206685070743,2,43,0,1120
0.3282236690622634,1.4808629122998225,22,49,1,1861
-1.1405555993535645,1.1429206685070743,8,16,0,642
-0.641724904419887,0.8049784247143262,121,23,1,901
-1.4765734980241665,0.46703618092157806,27,8,1,963
0.5360697919512957,0.8049784247143262,22,2,1,543
-1.1076466298961343,0.12909393712882988,129,46,0,1195
-1.5874247635649839,-0.321495721261501,57,15,1,1089
-1.6480465494076182,-1.6732646964324938,187,10,1,1229
-0.9205851192960053,0.917625839311909,77,11,1,800
-1.4627170898315645,1.2555680831046572,71,16,1,1166
-0.3940416079771236,1.2555680831046572,13,27,1,1023
0.41482622026602683,-0.321495721261501,2,49,0,1981
0.3472762303270914,0.46703618092157806,22,53,1,1958
0.6971505371902956,1.5935103268974053,11,49,0,1100
0.35074033237524194,-0.20884830666391827,151,43,1,1129
1.092058170679457,-0.7720853796518319,58,49,0,1813
-0.8651594865255967,0.35438876632399535,92,30,0,1585
1.324153007905543,-1.6732646964324938,22,41,1,494
-1.421147865253758,-0.20884830666391827,136,37,0,189
0.08227242364357526,0.12909393712882988,149,14,0,933
1.3085645486888655,0.917625839311909,11,53,0,1064
-0.0857365256917258,-1.4479698672373282,132,5,1,941
0.5481941491198226,-0.8847327942494146,58,2,1,1722
1.073005609414629,-0.5467905504566665,13,53,0,483
-0.8166620578514892,-1.11002762344458,193,8,0,677
-1.131895344233188,-0.6594379650542491,85,3,0,490
0.6711697718291666,0.5796835955191608,11,2,1,1844
1.6636350086242957,0.8049784247143262,105,41,0,1881
0.08746857671580108,-0.8847327942494146,189,9,1,1478
1.6844196209131987,0.8049784247143262,2,41,0,1027
0.7647005271292311,1.706157741494988,58,53,0,1765
-0.6902223330939946,-0.20884830666391827,33,50,1,943
0.48757236327718817,1.4808629122998225,11,22,1,1879
-1.3102965997129408,-0.5467905504566665,95,1,1,201
0.582835169601328,-0.9973802088469973,58,2,0,1886
0.11691344412508065,1.3682154977022398,171,34,0,1272
0.8235902619477903,0.46703618092157806,58,41,0,1552
-1.1907850790517474,0.5796835955191608,146,21,0,830
-0.9777428030904892,0.46703618092157806,178,44,1,1413
1.556247845131629,-0.6594379650542491,22,22,0,437
0.5689787614087258,-1.4479698672373282,58,49,0,1115
-1.1977132831480484,-1.6732646964324938,174,48,0,108
-0.9864030582108655,1.706157741494988,101,9,1,726
-0.5880313226735537,0.6923310101167435,21,21,0,959
-1.0903261196553817,-0.7720853796518319,98,35,1,572
-0.750844118936629,1.4808629122998225,169,1,1,1528
-0.035507045993543006,0.016446522531247166,154,42,1,926
-1.4176837632056074,-1.4479698672373282,29,29,1,1270
0.6278684962272849,0.46703618092157806,11,53,1,1637
-0.6555813126124892,1.706157741494988,102,56,0,12
-0.31436726086966127,-1.3353224526397456,3,9,1,775
0.33341982213448923,1.5935103268974053,58,22,1,338
-0.08227242364357526,-0.321495721261501,170,51,1,678
0.7300595066477258,-1.4479698672373282,11,43,1,723
1.4557888857352634,0.24174135172641262,22,43,0,588
-0.13423395436583332,-0.321495721261501,141,13,1,1442
0.12730575026953225,-1.2226750380421627,173,5,1,473
-1.2184978954369516,-1.5606172818349109,28,33,1,513
-0.0580237093065215,-1.3353224526397456,102,9,0,1065
-0.9327094764645322,0.917625839311909,138,7,1,794
0.5239454347827688,-0.6594379650542491,22,49,1,879
0.30570700574928494,0.8049784247143262,11,41,1,1756
-1.0782017624868547,1.5935103268974053,11,13,1,45
-0.3490082813511666,-0.09620089206633556,42,42,0,1075
0.17753522996771504,-0.7720853796518319,105,41,0,323
-1.5493196410353278,-0.6594379650542491,2,42,1,1452
-1.5129465695297473,1.0302732539094916,78,39,0,1320
1.72425679446693,-0.4341431358590837,13,2,0,1816
-0.2797262403881559,1.706157741494988,171,46,0,613
-1.1163068850165108,1.4808629122998225,23,50,1,1411
1.0678094563424032,-0.9973802088469973,13,49,0,406
-0.5499262001438978,-0.8847327942494146,55,14,1,1039
-0.3247595670141129,-0.09620089206633556,131,38,0,1426
1.1786607218832204,-1.3353224526397456,13,2,1,1022
-1.3691863345314998,0.016446522531247166,182,13,1,109
0.8530351293570698,0.917625839311909,22,22,1,1740
-1.4886978551926935,1.706157741494988,26,26,0,541
1.6878837229613495,-1.5606172818349109,13,22,0,1058
0.5880313226735537,1.5935103268974053,2,22,1,1731
1.3813106917000268,0.46703618092157806,105,43,0,1491
0.9950633133312419,-1.4479698672373282,58,41,0,1725
0.31436726086966127,1.0302732539094916,2,53,0,1657
0.6815620779736182,1.2555680831046572,11,53,0,373
1.4124876101333816,-0.09620089206633556,22,2,1,1051
-0.499696720445715,-0.09620089206633556,22,22,1,1588
1.3743824876037258,0.016446522531247166,22,49,1,1059
-0.1861954850880914,1.3682154977022398,71,40,1,1164
-0.24335316888257524,0.24174135172641262,59,42,1,372
-1.7138644883224785,-0.09620089206633556,198,4,0,791
1.2029094362202741,0.35438876632399535,105,2,1,1750
0.7404518127921774,-0.4341431358590837,11,43,0,1252
-1.2427466097740054,-0.9973802088469973,196,16,0,282
-0.3282236690622634,-0.09620089206633556,54,0,0,1203
0.5914954247217042,-1.3353224526397456,13,43,1,1610
-1.227158150557328,-0.7720853796518319,0,55,1,1472
-0.42521852641047847,1.1429206685070743,16,1,1,595
-0.6469210574921128,-0.9973802088469973,80,24,0,1025
-0.09786088286025268,-0.4341431358590837,162,47,1,96
-0.2398890668344247,0.35438876632399535,131,50,0,582
-1.5077504164575215,0.8049784247143262,50,17,1,1349
0.3039749547252097,0.917625839311909,105,41,1,1665
-1.1717325177869193,-1.3353224526397456,85,50,0,1594
0.15675061767881182,-0.321495721261501,134,13,1,86
-0.27106598526777953,-1.5606172818349109,157,23,0,401
-0.06321986237874731,1.1429206685070743,71,29,1,1219
1.4973581103130698,1.706157741494988,58,22,0,259
-0.23296086273812364,-1.2226750380421627,111,31,0,1418
-0.1359660053899086,0.35438876632399535,27,21,1,156
-0.5274095368309193,1.3682154977022398,43,39,0,123
-1.3587940283870483,-0.9973802088469973,193,19,0,1148
1.3518658242907473,0.016446522531247166,105,53,1,482
0.45293134279568276,0.8049784247143262,105,53,1,807
-1.4575209367593387,0.016446522531247166,81,36,0,1029
0.10132498490840322,-0.6594379650542491,34,42,0,1038
-0.01991858677686559,-1.2226750380421627,50,11,1,417
-0.2745300873159301,1.4808629122998225,66,39,1,195
-0.6330646492995107,-1.6732646964324938,174,40,0,811
-0.8374466701403924,-0.4341431358590837,119,42,1,1382
0.7421838638162527,0.35438876632399535,11,2,1,474
1.2947081404962635,-0.9973802088469973,11,22,0,1099
-0.6971505371902956,-0.09620089206633556,169,25,1,342
-1.3934350488685536,-1.2226750380421627,61,27,1,1541
1.357061977362973,-0.321495721261501,105,41,0,1658
-0.22603265864182256,0.016446522531247166,13,22,1,506
-1.021044078692371,1.2555680831046572,14,24,1,925
-1.5649081002520053,0.8049784247143262,38,55,0,1429
0.0008660255120376344,1.5935103268974053,23,17,1,1321
0.8755517926700483,0.46703618092157806,151,53,0,1357
-1.4609850388074892,0.917625839311909,1,25,1,425
-1.0054556194756934,-1.2226750380421627,72,13,1,600
1.3899709468204031,-0.20884830666391827,13,43,1,1831
-0.9049966600793279,-1.2226750380421627,132,0,1,1211
1.4817696510963925,0.8049784247143262,11,53,0,1091
-0.5741749144809516,0.917625839311909,127,23,0,728
0.7231313025514247,-1.11002762344458,105,2,0,448
1.5094824674815968,-0.7720853796518319,2,41,1,1746
0.518749281710543,0.016446522531247166,2,2,0,1390
-0.956958190801586,0.6923310101167435,29,9,1,430
-0.7733607822496075,-0.321495721261501,174,56,0,62
-1.4228799162778332,-1.2226750380421627,21,20,0,1539
-1.0556850991738762,0.8049784247143262,23,26,1,1034
-0.7300595066477258,0.917625839311909,16,50,1,228
0.8270543639959408,-1.4479698672373282,105,43,0,290
1.2236940485091774,1.3682154977022398,2,22,1,891
0.49796466942163975,-0.9973802088469973,151,53,1,492
1.1163068850165108,1.0302732539094916,11,22,1,1050
0.040703199065768816,-0.6594379650542491,19,20,0,850
-0.31090315882151076,1.2555680831046572,183,6,0,585
1.4280760693500592,-0.6594379650542491,151,41,1,1603
-0.026846790873166666,-0.09620089206633556,144,29,0,1549
0.5862992716494785,-0.5467905504566665,151,22,1,1739
-0.5811031185772526,0.46703618092157806,29,51,1,1250
-1.485233753144543,1.1429206685070743,48,54,0,165
0.8946043539348763,1.5935103268974053,151,43,0,1000
0.7439159148403279,-1.3353224526397456,105,43,0,1962
-0.23469291376219892,1.3682154977022398,156,50,1,1362
-1.0019915174275429,-1.6732646964324938,196,47,0,862
-0.6296005472513602,-0.09620089206633556,54,32,0,1019
0.7040787412865968,0.12909393712882988,151,43,0,1713
-0.3472762303270914,0.5796835955191608,43,25,0,71
0.6988825882143709,1.3682154977022398,22,41,0,836
-0.6659736187569408,-0.20884830666391827,36,47,0,1094
-1.2219619974851021,-1.2226750380421627,71,17,1,863
-0.13250190334175807,-1.3353224526397456,165,23,1,1008
0.46505569996420965,-1.11002762344458,13,53,0,714
1.56317604922793,0.917625839311909,151,2,1,1306
-1.5787645084446074,-0.5467905504566665,22,44,1,1433
-1.660170906576145,0.12909393712882988,147,56,1,1163
1.3882388957963279,1.0302732539094916,13,22,1,1860
1.6168696309742634,-0.5467905504566665,2,53,1,1850
-1.504286314409371,-0.8847327942494146,109,25,1,820
0.002598076536112903,-0.6594379650542491,69,36,1,782
0.27279803629185484,0.8049784247143262,11,53,1,217
0.1636788217751129,-0.321495721261501,132,3,1,297
